Rilru na,Mental disease
rilru a,psychological disorder
Chuapa tuiawm,Lungs water
Kal thalo,Kidney disease
Kal thalo,kidney disorder
Kal lungte awm,Kidney stone
Rilru nguai,Dipression
rilru hahna,Dipression
Zunkawng thalo,Urinary Tract Infection
zunkawng fello,Urinary Tract Infection
Awmvel,Singles Herpes Zoaster
Doctor rawn ka ngai,I need to go to doctor
Ka hrisel lo hle,I am not healthy
ka dam tha lo,I am not healthy
Eng nge i natna?,What is your disease?
Eng nge i harsatna?,What is your problem?
Ka tanpui ang che,I will help you
ka tanpui dawn che lawm,I will help you
Damdawi,"Drug, Medicine"
Dawmdawi zuar,Medical shop
Dawmdawi zuar,Medicine store
Damdawi zawrhna,Medical store
Dawmdawi zuar,Pharmacy
Damdawi zawrhna,Pharmacy
Damdawi in,Hospital
Damdawi in,Health centre
Damdawi in,Nursing home
Damlo,Sick
Damlo,Patient
Damlo inentirna,Doctor's clinic
Daktawr,Doctor
Pain relief,Na chhawkna
Injection,Inchiu
Ha phawi,Tooth extraction
Ha phawi,Dental extraction
Zuncheh,Bed-wetting
Zuncheh,Bsleep-wetting
Khak,Sputum
Chil,Saliva
Anaesthesia,Hnimhlum
Anaesthesia,kahhitna
Drip,Thisen chaw
Tuilum ip,Hot water bag
Ran damdawi,Veterinary medicine
Thaw uih,Halitosis
Thaw uih,bad breath
Ke uih,Foot odour
Sam tuak,Grey hair
Zun in,Toilet
Mihring damlo,Patient
Pangtichawr,Warts
Vawih,Fart
Zun siakna bawm,Urine bag
Inzaina pindan,Operation Theatre
Inzaina kutkawr,Surgical glove
Hmai tuamna,Face mask
hmui tuamna,Face mask
Kut silfaina damdawi,Hand sanitizer
Kut silfaina damdawi,sanitiser
Beng hawlhna,Earbud
Beng kherna,Earbud
Hmul ziah faina hmanrua,Saving kit
Ek dawhna thleng,Bedpan
zun dawhna thleng,Bedpan
Khawsik enna khawl,Thermometer
Kei,I
Kei,Me
Kei,Myself
Keimah,I
Keimah,Me
Keimah,Myself
Nang,You
Nangmah,You
Nangma,Your
Nang,You
Keimahni,We
Keimahni,Our
Keimahni,Ourself
Kan,We
Kan,Our
Kan,Ourself
An,They
An,Them
An,Themself
Anmahni,They
Anmahni,Them
Anmahni,Themself
Mipa,Man
Mipa,Male
Hmeichhia,Woman
Hmeichhia,Female
Enge?,What?
Engtik nge?,When?
Engtik ah nge?,When?
Engvang nge?,Why?
Engvang chuan?,Why?
Engtinnge,How?
Engatinge,How?
Khawnge?,Where?
Khawi ah nge?,Where?
Hetah,Here
helai ah,Here
Saw tah,There
kha tah,There
Vawiin,Today
Nimin,Yesterday
Naktuk,Tomorrow
Engtik lai pawhin,Anytime
Engtik ah pawh,Anytime
Zing,Morning
Chhun,Day time
Tlai,Evening
Zan,Night
Ni,Day
Chawlhkar,Week
Thla,Month
Kum,Year
Chaw,Food
Chawhmeh,Curry
Buhfai,Rice
In,home
In,House
Tui,Water
Thingpui,Tea
Sa,Meat
Mipa,Male
Hmeichhia,Female
Mipa naupang,Boy
Hmeichhe naupang,Girl
Naupang,Children
Naupang,Child
Puitling,Adult
Nu leh Pa,Parents
Pa,Father
Nu,Mother
Unau pa,Brother
Unau nu,Sister
Unau,Sibling
Thian,Friend
Thianpa,buddy
Thiannu,Friend
Hmelma,Enemy
bial pa,Boy friend
bial nu,Girl friend
Nupui,Wife
Pasal,Husband
Mo,Bride
Mo neitu,Bridegroom
Pu,Grand father
Pi,Grand Mother
Meizial,Cigarette
Zu,Alcohol
Zu,Wine
Thian kan ni thei angem?,Can we become a friends?
Mizo tawng i thiam em?,Do you know Mizo tawng?
Mizo tawng ka thiam lo,I don't know Mizo tawng
Mizo tawng thiam ka duh,I want to learn Mizo tawng
Mizo tawng zir ka duh,I want to learn Mizo tawng
Tunge i hming?,What is your name?
Ka hming chu Liana a ni,My name is Liana
I hming chu a mawi hle mai,Your name is so good
Enge i hming pum?,What is your full name
Khawnge i kal dawn?,Where are you going?
Bazar ah ka kal dawn,I am going to Martket
Khawiah mah ka kal lo,I am not going anywhere
Kalna tur pawh ka hre lo,I dont know where to go
Ka kal na tur min kawhhmuh thei angem?,Can you tell me where shall i go?
Lo thu rawh,Sit down
Lo thu rawh,take your seat
Ka thu hman lo kal leh mai ka ngai a,I can't sit
Ka thu hman lo kal leh mai ka ngai a,i have to move on
Lo haw tawh la,Come home
Lo kir leh rawh,Come back
Enge i tih?,What are you doing?
Engmah ka ti lo,I am doing nothing
Ka buai lutuk,I am so busy
I inkhawm dawn em?,Are you going to church?
Hetah lo kal rawh,Come here
"Aw, ka lo kal nghal e","Yes, i am coming"
Engzat man nge?,How much?
Hei hi ka lei duh,I want to buy this
Chaw i ei tawh em?,Have you taken your food?
Chaw ka la ei lo,I am not yet taking food
Chaw ka ei tawh,I had taken my food
In chaw chu a tui hle mai,Your food is so tasty.
Ka chaw ei a tui lo,I don't have appetite for food
Tun tum hi Mizoram a ka vawikhat kalna a ni,This is my first time in Mizoram
Ka tan chuan thil thar vek a ni,Everything is new for me
I dam em?,How are you?
Ka dam e,I am fine
Ka dam tha vak lo,I am not fine
Ka dam tha vak lo,I am not well
Ka lung a leng,I am feeling lonely
I hmeltha hle mai,You are handsome or beautiful
I hmeltha lutuk,You are handsome or beautiful
Aizawl ah ka kal duh,I want to go to Aizawl
Aizawl chu a nuam em?,How is Aizawl?
Aizawl chu a nuam hle,Aizawl is nice place
Ka lawm e,Thank you
Khawngaih in,Please
Khawngaih takin,Please
Khawngaih in min lo tih sak thei angem?,Please can you do it for me?
Khawngaih takin min lo tih sak thei angem?,Please can you do it for me?
Thil lei sak che ka duh,I want to buy something for you
Mangtha,Good Night
Mangtha,Good Bye
Chibai,Greeting
Sawi rawh,Tell me
Min hrilh rawh,Tell me
A to lutuk,It so costly
Min tanpui rawh,Please help me
Tanpui ka ngai,I need a help
Ka hmangaih che,I love you
Ka ngai lutuk che,I miss you so much
Kei pawn ka ngai che,I miss you too
Mifel tak i ni,You are a nice person
Ka hlim em em a ni,I am very happy
Ka lungngai,I am sad
A mawi hle mai,It so beautiful
Damdawi ka lei duh,I want to buy medicine
Khualbuk khawi ah nge a awm?,Where is Hotel?
Meizial suh suh,No Smoking
Meizial zuk phal a ni lo,No Smoking
Min lo nghak rawh,Wait for me
"Aw, ka lo nghak ang che","Yes, i will wait for you"
Ka lo kal leh ang,I will come again
Awlsam,Easy
Harsa,Difficult
A vawt,It's cold
A lum,It's hot
A tuilo,It's not tasty
Ka duh lo,I don't like
Ka duh lo,I don't want
Zaidam,Kind
Nunnem,Gentle
ngilnei,Kind
Zaidam,Gentle
Hausa,Rich
Rethei,Poor
Chak,Strong
Chaklo,Weak
Ka chunga i that na avangin ka lawm e,Thank you for showing kindness on me
Min ngaihtuah sak avangin lawmthu ka hrilh a che,Thank you for your kind consideration
Pathian in malsawm che rawh se,May God bless you
Nang malsawmna ni ang che,Be a blessing
Min lo tawngtai pui dawnnia,Please pray for me
Tluang takin i kal dawnnia,Safe journey
Harsatna i neih chuan min rawn hrilh dawnnia,If you have problem let me know
Harsatna ka neih chuan ka lo hrilh ang che,If i have problem i will tell you
Engkim a tha vek e,All is well
Ka muhil,I am sleeping
I muhil a mi?,Are you sleeping?
Ka la muhil lo deuh,I am not yet sleeping
Kan in hmu chu a lawmawm hle mai,Nice to meet you
Ka hmu duh che,I want to meet you
Hmangaihna in engkim a hneh thin,Love conquer all
Zirtirtu,Teacher
Mizo tawng min zirtirtu tur ka mamawh,I need teacher to teach me Mizo tawng
Lungngai suh,Don't be worry
Lungngai mah ta che,Don't be worry
A tha leh vek mai ang,It will be okay
Hlim takin nun hmang ang che,Have a happy life
Ka lawmpui a che,Congratulation
Duhsakna ka hlan a che,Congratulation
Dam thuai ang che,Get well soon
I lo kal a ka lawm e,Thanks for coming
I chungah ka lawm e,I am glad on you
Min tanpui avangin ka lawm e,Thanks for your help
I dam that ka beisei,I hope you are doing fine
Bengchheng siam suh,Don't make a noise
Bengchheng siam suh,Keep silence
Thawnthu ngaihnawm tak a ni,Its an interesting story
Khualzin,Traveler
Khualzin,journer
Nun,Human life
Hringnun,Human life
Khawvel,World
Khawvel,Earth
Van,Sky
Leilung,Soil
Lei,Soil
Khawmual,Land
Boruak,Air
Pisa,Office
Biak In,Church
Vantlang,Public
Mimal,Private
Mimal,Individual
Nichhuak,Sunrise
Nitla,Sunset
Beisei,Hope
Beiseina,Expectation
Saptawng chauh ka thiam,I speak only English
Saptawng leh Mizo tawng i thiam kawp em?,Do you speak English and Mizo tawng(language)?
Mizo tawng in let rawh,Translate in Mizo Language
Thei,Fruit
Apple thei,Apple
Balhla,Banana
Theihmu,Black berry
Theihmu,Blue berry
Theite chikhat,Cherry
Narial,Coconut
Ram theihmu,Cranberry
Tumrah thlumchi,Date
Theipui,Fig
Gerep,Grape
Grep,Grape
Kawlthei,Guava
Lamkhuang,Jackfruit
Ser,Lemon
Limbu,Lemon
Nimbu,Lemon
Ser te chi,Lime
Theifeihmung,Lychee
Theihai,Mango
Dawnfawh,Water Melon
Hmazil,Mask melon
Thingtheihmu,Mulberry
Olive thei,Olive
Serthlum,Orange
Serthlum,Madarin orange
Thingfanghma,Papaya
Sapthei,Passionfruit
Per thei,Pear
Theite lian chi,Plum
Lakhuihthei,Pineapple
Theibuhfai,Pomegranate
Theihang,Butterfruit
Sisumam,Valencia fruit
Sermam,Citrus limetta
Theite sen,Peach
Japan theite,Peach
Theite hmul,Peach
Tengtere,Tamarind
Sunhlu,Emblic Myrobalan
Sunhlu,Gooseberry
Sunhlu,Indian gooseberry
Kawlsunhlu,Otaheite gooseberry
Kawlsunhlu,Malay gooseberry
Kawlsunhlu,Tahitian gooseberry
Kawlsunhlu,Country Indian gooseberry
Chengkek,Garcinia cowa
Zawngtah,Perkia speciosa
Theiherawt,Carombola
Theiherawt,star fruit
Keifang,Myrica esculenta
Keifang,red berry
Keifang,bay berry
Sarzuk,Bastard Oleaster
Sarzuk,Bastard Oleaster Silverberry
Sertawk,Wild Lemon
Sertawk,Pomelo
Sertawk,grapefruit
Khawmhma,Rhus chinensis
Khawmhma,Chinese sumac
Khawmhma,rhus javanica
Khawmhma,nutgail tree
Chengkek,Garnicia cowa
Chengkek,Cowa fruit
Chengkek,Malabar tamarind
Chengkek,Cowa moangosteen
Chengkek,Brindal berry
Theiria,Freshwater mangrove
Theiria,carallia brachiata
Pangkai,Baccaurea ramiflora
Pangkai,Burmese grape
Theitat,Monkey jack
Theitat,monkey fruit
Thingsemim,Chesnut
Kumkhal,Walnuts
Umkhal,Walnuts
Thil thurna nei chi,Sour taste
Thur,Sour
thil thur,Sour
Hmin,Ripe
thei hmin,Ripe
Thei thur,Sour fruit
Vawksa,Pork
Bawngsa,Beef
Beramsa,Mutton
Kelsa,Mutton
Kelsa,Chevon
Arsa,Chicken
Vawksarep,Smoked pork
Sazuk sa,Venison
Sakhi sa,Venison
Saiar sa,Turkey
Sachek,Tripe
Sangha,Fish
Luilamsa sa,Seafood
Tuifinriat atanga man sa,Seafood
Chakai,Crab
Saum,Fermented pork fat
Beramnosa,Lamb
Sa,Meat
Sawhchiar,Rice porridge
buhchiar,Rice porridge
Vawkvun kanpuah,Pork rinds
Vawk ke,Pork trotter
Bawng ke,Beef trotter
Sa hrual mum,Meat ball
Ar bawp,Chicken drumstick
Ar thial,Gizzard
Sava thial,Gizzard
Bawngsarep,Smoked beef
Varaksa,Duck
Sakawchhung,Offal
Sa tawphnawk,Organ meats
Amisa,Offal
Chengkawl,Water snails
Khuaino,Wasp larvae
Ar ril,Chicken small intestine
Ar thin,Chicken liver
Vawk ril,Pork intestine
Vawk thin,Pork liver
Satui,Meat soup
Lawisa,Carabeef
Lawisa,Red beef
Lawisa,buff
Sanghalsa,Wild boar meat
Vatawksa,Goose
Uisa,Dog meat
Saisa,Elephant meat
Vawk thithun,Pork sausage
Sa hem hmin,Roasted meat
Sa kan ro,Fried meat
Sa hel,Flesh meat
Eng sa nge i duh ber?,What is your favourite meat?
Eng sa nge tui i tih ber?,What is your favourite meat?
Krismas,Christmas
Mas,Christmas
Masi,Christmas
Kumthar,New Year
Thlasik,Winter
Krismas Chibai,Merry Christmas
Kumthar Chibai,Happy New Year
Krismas Chibai ka buk a che.,I wish you a Merry Christmas.
Kumthar Chibai ka buk a che.,I wish you a Happy New Year.
Nangmah leh i chhungkuate Krismas chibai ka buk a che u.,Merry Christmas to you and your family.
He hunpui lo thleng hian hlimna leh lawmna rawn thlen che rawh se.,May this season bring happiness and joy to you.
Chawlh hman nuam le.,Happy Holiday.
Nang nena Krismas hman ka duh e.,I want to spent Christmas with you.
Krismas hunlaiin in awmnaah lo kal theih ka va duh em.,I wish I can come to your place during Christmas.
Ka awmnaah i lo kal thei e.,You can come to my place.
"Lo kal ta ila, harsatna a awm angem?","If i come, will there be a problem?"
Khawiah nge Krismas i hman dawn?,Where will you spent Christmas?
Kumthar khawiah nge hman i tum?,Where will you spent New Year?
Krismas hmanna tur ruahmanna i nei em?,Do you have a plan for Christmas?
"Aih, ruahmanna engmah ka nei lo.","No, I don't have any plan."
Krismas hunah haw i tum em?,Will go home for Christmas?
"Aw, Krismas hmang turin ka haw ngei ang.","Yes, I will surely go home on Christmas."
Engtin nge inah i haw ang?,How will you go home?
Zinna tur tiket i la tawh em?,Do you have booked travel ticket?
Thlawhtheihnaa haw ka duh.,I want to go home by flight
Krismas hmang tura haw ka duh.,I wish I come go home for Christmas.
I tan Krismas hian eng nge awmzia a neih dan?,What is Christmas means to you?
Ka tan awmzia nasa takin a nei.,It means a lot to me.
Engtin nge? I sawi zau thei em?,How? Can you elaborate?
"Ka tan chuan Krismas chu hlimna hun, chhungkaw inhmuhkhawmna hun leh thlarau lama hmasawnna hun a ni.","For me Christmas means time for joy, family reunion and spiritual development."
"A ropui hle mai, thlarau lam mi tak i ni ngei ang.","Sound great, you must be a spiritual person."
"Aw, Thlarau lam mi tak ka ni e.","Yes, I am spiritual person."
"Aw le, hlim taka hmang turin ka duhsak che.","Okay, I wish you have a fun"
Pathianin Krismas laiin malsawm che rawh se.,May God bless you during Christmas
Kumthar laiin malsawm che rawh se.,May God bless you during New Year
Kumthar thuthiam i nei em?,Do you have New Year resolution?
Krismas chu vantlang ruai nen in lawm dawn em?,Will you celebrate Christmas with community feast?
"Aw, Mizoram-ah chuan Krismas chu vantlang ruai nen kan lawm thin.","Yes, in Mizoram we do celebrate Christmas with community feast."
Mizoram-ah Krismas hman theih ka va duh tak em.,I wish I can spent Christmas in Mizoram.
Krismas nang nen.,Christmas with you.
Khawngaih takin Krismas hmang turin lo haw rawh.,Please come home for Christmas.
Lo haw ka tum mek e.,I am trying to come home.
I haw hunah chuan i rualin ka lo kal ve thei angem?,Can I come with you when you go home.
"Aih, Keimah in ka kal dawn a, mahni chauhva kal ka thlang zawk e.","No, I will be going by myself, I prefer to go alone."
Mizoram-ah chuan Krismas chawlh engtin nge i hman?,How do you spent Christmas holiday in Mizoram?
I hman nawm ka beisei a ni.,I hope you enjoyed a lot.
"Aw, nuam leh hlim takin ka hmang e.","Yes, I had a fun and joy."
Engtin nge Krismas i hman?,How do you celebrate Christmas?
Kha lamah a vawt em?,Is is cold there?
"Aw, Mizoram-ah chuan a vawt e.","Yes, It's cold here in Mizoram."
Mizoramah thlasik boruak enge a an?,How is winter season in Mizoram?
Thlasikah chuan a vawt.,It's cold during winter.
Khawngaihin inti lum tha ang che.,Please make yourself warmer.
Thlasik thawmhnaw ka nei a harsatna a awm lo e.,I have winter cloth there is no problem.
Biak In-ah i inkhawm em?,Are you attending Church service?
"Aw, Biak In-a inkhawm ka thulh ngai lo.","Yes, I never fail to go church services."
"A va ropui em, ringtu tha tak i va ni chiang tak em.","That's Great, you are such a true believer."
Ringtu tha tak ni turin ka theitawpin ka bei ve mek e.,I am trying my best to be a true believer.
"I hnena atanga hriat a va nuam em, Ka lo tawngtai pui ang che.","Nice to hear you, I will pray for you."
Krismas atan i bazar dawn a mi?,Are you going for Christmas shopping?
"Aih, Krismas atan ka la bazar lo deuh.","No, I am not yet done Christmas shopping."
Engtikah nge Krismas atan i bazar ang?,When will you go for Chrismas shopping?
Ka sawi thei lo.,I can't tell.
Krismas bazar turin kal ang.,Let's go for Christmas shopping.
Krismas thilpek ka lo thawn ang.,I will sent Christmas gift to you.
Krismas thilpek min pek avangin ka lawm e.,Thank you for Christmas gift.
Lam hla tak atangin Kumthar Chibai ka rawn buk a che.,I am sending New Year wishes from a distance.
He Kumthar hian hausakna leh hlimna rawn thlen che rawh se.,May this New Year brings you prosperity and joy.
I chhungkua leh thiante nen hun hlimawm tak hmang ang che u.,Have a fun with your family and friends.
Ka chhungte leh thiante nen Krismas kan hmang ho ang.,I will spent Christmas with my family and friends.
I Krismas hmanna turah min sawm ve angem?,Will you invite me to your Christmas programme.
Sawm theih che ka va duh tak em.,I wish I can invite you.
Inthiam lo duh suh aw.,Don't feel bad.
Min sawm inthlahrung suh.,Do not hesitate to invite me.
Chutih hunah chuan i buai mai thei a.,You may be busy on that time.
"Aih, I tan hun ka pe ang che.","No, I will time for you."
Krismas hunlaiin khawngaih takin min hrereng ang che.,Please remember me during Christmas.
Krismas hunah ka theihnghilh lo ang che.,I will not forget you during Chrismas.
Kumthar pawh i hmang nghal dawn a mi?,Will you spent New Year too?
"Aw, hetah Kumthar pawh ka hmang nghal ang.","Yes, I will also spent New Year here."
I chhungte leh i thiante chu min lo biak dawnnia.,Convey my regards to your family and friends.
"Aw, ka lo hrilh hlawm dawnnia.","Sure, I will tell them."
Krismas chibai ka bukna che hi khawngaihin lo pawm ang che.,Please accept my Christmas greetings.
Hun muanawm hmang ang che.,Have a peaceful time.
Krismas intihhlimnaah i kal dawn em?,Are you going to Christmas party?
Krismas intihlimna (Carnival) ah ka kal ang.,I will go to Christmas Carnival.
Krismas hlaah enge i duh ber?,What is your favourite Christmas song?
Krismas hla changah enge i duh ber?,What is your favourite Christmas verse?
Min Christmas chungchang an sawiah enge i duh ber?,What is your favourite Christmas quote?
Krismas chawlh hman nana i hmun hman chakna ber khawi lai nge?,What is your favourite place to spent Christmas holiday?
Krismas kawrmawi i nei em?,Do you have new cloth for Christmas?
Krismas kawrthar i nei em?,Do you have new cloth for Christmas?
Krimas kawrmawi ka lei ang.,I will buy new cloth for Christmas
Krimas kawrthar ka lei ang.,I will buy new cloth for Christmas
Krismas pualin thil enge maw min lei sak rawh.,Buy me something for Christmas.
I tan thil hlu ve tak ka leisak ang che.,I will buy something special for you.
"Aih, aih, ka fiamthu mai mai anih kha.","No, no, I am just kidding."
"A tha lawm, ka hrethiam e.","It's okay, I can understand."
"Engpawh nise, nang pawn Krismas hunah hun hlimawm tak hmang ang che.","Anyway, you also have a good time during Christmas."
Min duhsaknaah ka lawm e.,Thank you for your wish.
Krismas hunah pawn chhuak ho ang u.,Let's go out together during Christmas.
"Aw, keipawh ka lo kal ve ang.","Yes, I will also come along."
Khawiah nge kan kal ang?,Where shall we go?
A hmun tur ka ngaihtuah thiam lo.,I can't decide the place.
Nakinah ka la hrilh dawn che nia.,I will tell you later.
"Awle, Kumtharah kan inhmu dawnnia.","Okay, I will see you on New Year."
Krismas chawlh engtin nge i hman?,How is your Christmas holiday?
Kumthar chawlh engtin nge i hman?,How is your New Year holiday?
Kumthar i hmang nuam em?,Do you spent well New Year?
"Aw, nuam ka ti khawp mai.","Yes, I enjoy a lot."
Krismas hi ka tan ni pawimawh tak a ni.,Christmas is an important day for me
Krismas ruai theh nuam i ti em?,Do you enjoy your Christmas feast?
Krismas chhang in zai em?,Do you cut cake on Christmas?
Krismas hun hmannah ka tel ang.,I will attend Christmas programme.
Krismas hunah eng rilru nge i put?,How is your feeling about Christmas?
Kumthar laiin in lam ka ngai hle.,I feel homesick during New Year
Kumthar laiin in lam i ngai ngei ngei ang.,You must be missing your home during New Year
"Aw, ka chhungte ka ngai.","Yes, I am missing my family"
Chhungte i nei em?,Do you have relatives?
"Aw, Kei leh ka chhungten Krismas kan hmang ho thin.","Yes, Me and my family used to spent Christmas together."
Krismas pual thil zawrhna hmunah i kal em?,Are you going for Christmas fair?
Krismas thingkung i nei em?,Do you have Christmas tree?
"Aw, ka nei a, mahse, ka la cheimawi lo deuh.","Yes, I have but I am not decorating yet."
Krismas thingkung ka lei ang.,I will buy Christmas tree.
I lei hunah ka lo pui ang che.,I will help you when you buy.
I chungah ka lawm ngawt ang.,I will be grateful to you.
Kut laiin bazar a zalen angem?,Will the market be free during festival?
"Aih, ka ring lo, kut lai chuan bazar chu mipui an tam ziah thin.","No, I don't think so, market is always crowded during festival."
Kumthar zawh hunah khawngaihin lo kir leh ang che.,Pleas come back after New Year.
Ka hman hunah ka la rawn bia ang che.,I will call you when I am free.
He tawngleh avang hian ka lawm e.,Thank you for this translation.
Mizo tawng lehlinna hi ka mamawh fo mai.,I often need Mizo translation.
I va han tangkai tak em.,You are so helpful.
I lawm chuan i hmuh dan i sawina i hnuchhiah dawnnia.,If you are glad leave a comment
Tun atan chuan nih leh phawt le.,Bye for now.
Lu,Head
Sam,Hair
hmul,Hair
Samtuak,Grey hair
Mit,Eye
Mit ko hmul,Eyebrow
Mitvun,Eyelid
Mihmul,Eyelash
Mitkhap,Eyesore
Ka,Mouth
Beng,Ear
Hnar,Nose
Bengling,Eardrum
Ha,Teeth
Ban,Arm
Hnungzang,Back
Kawng,Waist
Koki,Shoulder
Kut,Hand
Banrek,Wrist
Zakhnuai,Armpit
Kutzungtang,Finger
Tin,Nail
Kiu,Elbow
Hmui,Lip
Hmai,Face
Chal,Forehead
Khabe,Chin
Banpuam,Biceps
Nghawng,Neck
Hnute,Breast
Hnutehmur,Nipple
Awm,Chest
Hrawk,Throat
Lei,Tongue
Hmuihmul,Moustache
Pumpui,Stomach
Lung,Heart
Thin,Liver
Kal,Kidney
Chuap,Lungs
Ril,Intestine
Zunkawng,Ureter
Khup,Knee
Ngal,Shin
Kephah,Foot
Ke,Leg
Ketin,Toenail
Kezungtang,Toe
Ke rek,Ankle
Kheimit,Ankle bone
Kephah,Sole
Kehnuai,Sole
Keartui,Heel
Chawn,Calf
Kekawn,Arch of the foot
Malpui,Thigh
Ruh,Bone
ruhrel,Bone
Kap,Groin
Thal,Groin
Kapkar,Groin
Khel,Hip
Mawngtam,Buttock
Mawngkua,Rectum
Mawngkua,Anus
Tai na,Pile
Serh,Private part
Zahmawh,Private part
Serh hmul,Pubic hair
Zahmawh hmul,Pubic hair
Khabehmul,Beard
Lai,Navel
Laipawng,Navel
Vun,Skin
Kuttum,Fist
Biang,Cheek
Thluak,Brain
Thisen,Blood
Taksa,Body
Tihrawl,Muscle
Khaberuh,Jaw
Hnarkua,Nostril
Thialpawn,Temple
Kethiah,Paw
Nakruh,Rib
Zang ruh,Spine
Zang thlur,Spine
Kutphah,Palm
Dul,Belly
Marphu,Pulse
Mît,Bile
Mitmu,Eyball
Phing,Urinary bladder
Chil,Saliva
Hriatna thazam,Nerve
Thawkna dawt,Trachea
Ruh chuktuah,Joint
Thling,Marrow
Thisen zam,Artery
Thisen zam,Vein
Luruh,Skull
Hnar hmul,Nose hair
Aw bawm,Larynx
Chhul,Womb
Kaihza,Knee pit
Kaihza tha,Hough
Kaihza tha,Popliteal fossa
Baw,Sperm
Chi,Sperm
Chi insiamna bawm,Ovary
hmul nei lo,Bald
tlakawlh,Bald
Lukawlh,Bald head
Chalkawlh,Bald head
Mitsiai,Wink
Tukkhum,Occiput
Chhipvir,Whorl
Chhip,top of the head
Luchhip,Crown of the head
Ludip,Fontanel
Hnap,Mucus
Hnap,snot
Hnapkhir,Dry nos mucus
Hnapthleng,Philtrum
Tinhna,Hyponychium
Tinhna,quick of the nail
Hnaptui,Running nose
Rilphir,Appendix
Kawchhung,Viscera
Mît,Gall-bladder
Mît bawm,Gall-bladder
Rilpui,Large intestine
Rilpui,Large bowel
Rilfâng,Small intestine
Rilfâng,Small bowel
Rilbawh,Pancreas
Rilbawh thau,Pancreas
Hrawk bawk,Adam's apple
Rilpui bawhtu pangti,Colon
Chawkawng,Esophagus
Tilmu,Testicle
Tilmu,Balls
Zunkawng,Urethra
Mawn,Clitoris
Mipa serh,Penis
Hmeichhe serh,Vulva
Thalbe tuihnang,Glands
Khawchhunga tuihnang,Glands
mipa chi siamtu tuihnang awmna,Prostate
Baw,Semen
Khingkhang ruh,Collar-bone
Kiuhit,Funny bone
Ka lung a leng hle,I am so lonely
Ka lung a leng,I am feeling lonely
I lung a leng em?,Do you feel lonely?
